,ID,Dates,city,Racer,Racer_1,LAST_RACER_SAME_AS_CURRENT_RACER,LAST_RACER_SAME_AS_CURRENT_RACER_BINARY,Speed_in_Secs,GANYAN_TRANS,GANYAN_TRANS_INT,RANK,AG_Percentage,AG_RANK_AMONG_GROUP,AG_RANKING_Score_Normalized,Ranking_Score_Normalized,First_Position_Percentage,Second_Position_Percentage,Third_Position_Percentage,Fourth_Position_Percentage,TOP_THREE_RACER_PERCENTAGE,RANK_LATEST_1ST,RANK_LATEST_2ND,RANK_LATEST_3RD,RANK_LATEST_4TH,RANK_LATEST_5TH,TOPLAM_RACES,TOPLAM_1ST,TOPLAM_2ND,TOPLAM_3RD,TOPLAM_4TH,BIRINCILIK_PERCENTAGE,IKINCILIK_PERCENTAGE,UCUNCULUK_PERCENTAGE,DORDUNCULUK_PERCENTAGE,SPEED_LATEST_1ST,SPEED_LATEST_2nd,SPEED_LATEST_3rd,SPEED_LATEST_4th,SPEED_LATEST_5th,RANK.1,Ranking_Score_Normalized.1,kosu,kosu_saati,at_yası,at_ana,at_baba,at_soyu,Mevsim,KG,K,DB,SK,SKG,GKR,YP,TGK,ÖG,SGKR,Winner
6338,GÜMÜŞBAHAR(15) KG  DB  ,2017-01-11,Diyarbakır,H.DEMİRTAŞ,H.DEMİRTAŞ,True,1,90.92,29.75,2975,12,1.0,16,0,26,6,8,7,8,21,12.0,7.0,10.0,8.0,12.0,35,1,2,2,4,2,5,5,11,13.1984,12.5819,12.2833,14.3841,13.6774,12,26,5,öğle,4,k,k,kk,sonbahar,1,0,1,0,0,0,0,0,0,0,0
6339,KAYADELEN(6),2017-01-11,Diyarbakır,İ.KATAR,İ.KATAR,True,1,96.17,15.75,1575,8,1.0,10,40,53,7,7,8,9,22,8.0,7.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,12.4779,12.379000000000001,0.0,0.0,0.0,8,53,3,öğle,3,a,e,ae,sonbahar,0,0,0,0,0,0,0,0,0,0,0
6340,DİLŞADOĞLU(1) KG  K  GKR  ,2017-01-11,Diyarbakır,R.YILDIRIM,R.YILDIRIM,True,1,175.83,15.6,1560,14,2.0,11,33,13,4,6,6,7,16,14.0,12.0,9.0,6.0,5.0,76,6,10,10,10,7,13,13,13,10.8059,0.0,12.8583,12.9433,13.037,14,13,2,öğle,7,k,a,ka,sonbahar,1,1,0,0,0,1,0,0,0,0,0
6341,FOTERLİ(3) KG  DB  ,2017-01-11,Diyarbakır,F.YARDIMCI,F.YARDIMCI,True,1,163.47,7.4,740,12,6.0,7,60,26,12,10,10,9,32,12.0,16.0,10.0,3.0,4.0,39,3,4,6,2,7,10,15,5,11.6229,10.7398,11.9839,13.0899,12.9888,12,26,2,öğle,5,k,a,ka,sonbahar,1,0,1,0,0,0,0,0,0,0,0
6342,KARAUÇAK(13) KG  ,2017-01-11,Diyarbakır,H.PARILDAR,H.PARILDAR,True,1,166.77,6.6,660,13,7.0,6,66,19,5,7,7,8,19,13.0,3.0,12.0,11.0,11.0,26,1,1,4,2,3,3,15,7,11.3929,13.0685,12.3538,13.1234,13.2641,13,19,2,öğle,4,a,a,aa,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6343,ÇALIŞKANBEY(14) SK  ,2017-01-11,Diyarbakır,MEHMET SAV,MEHMET SAV,True,1,153.8,28.75,2875,11,1.0,14,13,33,0,0,5,2,5,11.0,12.0,6.0,9.0,10.0,39,1,2,4,3,2,5,10,7,12.3537,12.8315,14.3148,14.245,12.2833,11,33,2,öğle,6,k,a,ka,sonbahar,0,0,0,1,0,0,0,0,0,0,0
6344,ARSEBÜK(3) KG  SK  ,2017-01-11,Diyarbakır,M.A.AKTÜRK,M.A.AKTÜRK,True,1,89.59,2.2,220,3,36.0,1,100,86,10,8,10,10,28,3.0,3.0,3.0,5.0,9.0,12,0,1,3,0,0,8,25,0,13.3944,12.9514,13.2964,13.2115,13.3363,3,86,3,öğle,3,a,e,ae,sonbahar,1,0,0,1,0,0,0,0,0,0,0
6345,AEGEAN PEARL(9) SK  ,2017-02-11,Ankara,M.K.KUMBASAR,M.K.KUMBASAR,True,1,88.58,20.8,2080,10,1.0,10,18,25,9,9,9,11,27,10.0,11.0,9.0,7.0,6.0,16,0,0,2,0,0,0,12,0,15.8049,15.6083,14.2837,15.6999,15.880999999999998,10,25,5,öğle,3,d,d,dd,sonbahar,0,0,0,1,0,0,0,0,0,0,0
6346,ECEMNUR(10) K  ,2017-02-11,Ankara,M.KESKİN,M.KESKİN,True,1,86.31,7.2,720,7,4.0,8,36,50,8,8,8,9,24,7.0,3.0,12.0,8.0,9.0,39,2,1,4,4,5,2,10,10,16.2206,15.5407,15.8881,15.985,15.9744,7,50,5,öğle,5,d,k,dk,sonbahar,0,1,0,0,0,0,0,0,0,0,0
6347,LUCKY RACER(3) KG  ,2017-03-11,Bursa,V.YÜCEL,V.YÜCEL,True,1,132.7,1.4,140,3,0.0,0,100,77,7,8,9,10,24,3.0,15.0,4.0,4.0,14.0,17,3,2,3,3,17,11,17,17,15.0716,14.0855,14.7016,15.165999999999999,15.2126,3,77,1,öğle,3,d,e,de,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6348,ARİN(13) KG  ,2017-05-11,İzmir,N.AKTAŞ,N.AKTAŞ,True,1,105.92,25.85,2585,13,1.0,12,0,0,3,5,5,5,13,13.0,14.0,12.0,12.0,13.0,6,0,0,0,0,0,0,0,0,13.2175,13.7207,13.8751,13.4973,12.4041,13,0,8,akşam,4,a,k,ak,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6349,MAVİ ŞÖVALYE(6) KG  ,2017-05-11,İstanbul,G.YILDIZ,D.KAYA,False,0,76.97,9.85,985,8,4.0,7,45,36,7,8,9,10,24,8.0,15.0,8.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0.0,0.0,15.5905,0.0,0.0,8,36,1,öğle,2,d,e,de,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6350,PETIT KURT(6) (IRE) KG  ,2017-05-11,İstanbul,G.KOCAKAYA,G.KOCAKAYA,True,1,123.01,2.65,265,7,33.0,1,100,45,16,15,13,12,44,7.0,4.0,7.0,2.0,5.0,15,1,3,1,3,6,20,6,20,15.4459,15.7873,15.4833,16.4845,16.1936,7,45,9,öğle,3,d,d,dd,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6351,YILDIRIMBEY(3) K  SKG  ,2017-05-11,İstanbul,A.ÇELİK,A.ÇELİK,True,1,86.48,2.0,200,4,20.0,3,81,72,17,15,14,12,46,4.0,3.0,4.0,3.0,2.0,41,16,10,6,5,39,24,14,12,16.1887,15.8044,0.0,16.7207,16.8848,4,72,8,öğle,6,d,a,da,sonbahar,0,1,0,0,1,0,0,0,0,0,0
6352,DEVREŞ(11) KG  ,2017-05-11,İstanbul,Y.AKTAŞ,Y.AKTAŞ,True,1,111.45,19.75,1975,12,1.0,12,0,0,6,7,11,9,24,12.0,5.0,8.0,9.0,3.0,25,1,1,1,5,4,4,4,20,13.459000000000001,14.6138,12.2609,13.6841,13.6622,12,0,5,öğle,4,k,a,ka,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6353,ÇORUH(2) SK  ,2017-05-11,İzmir,A.OKAN PAZAR,A.OKAN PAZAR,True,1,91.36,16.1,1610,5,2.0,7,41,66,11,10,12,9,33,5.0,6.0,5.0,0.0,0.0,3,0,0,0,0,0,0,0,0,15.324000000000002,15.2769,0.0,0.0,0.0,5,66,3,akşam,2,d,e,de,sonbahar,0,0,0,1,0,0,0,0,0,0,0
6354,TEMEL REİS(3) KG  K  ,2017-01-11,İstanbul,A.ÇELİK,A.ÇELİK,True,1,127.94,4.75,475,6,10.0,4,75,58,17,15,14,12,46,6.0,5.0,10.0,2.0,3.0,20,1,3,2,2,5,15,10,10,15.6323,16.0758,16.1208,15.8366,15.932,6,58,9,akşam,3,d,e,de,sonbahar,1,1,0,0,0,0,0,0,0,0,0
6355,CAFER AĞA(11) DB  SKG  SK  ,2017-02-11,İzmir,İ.YILDIRIM,İ.YILDIRIM,True,1,108.51,26.45,2645,11,0.0,10,9,9,2,2,3,4,7,11.0,11.0,10.0,10.0,6.0,13,0,0,1,0,0,0,7,0,12.902000000000001,13.65,14.0987,14.5243,13.4108,11,9,4,akşam,4,k,a,ka,sonbahar,0,0,1,1,1,0,0,0,0,0,0
6356,TAHACAN(12) KG  DB    ,2017-02-11,İzmir,A.C. İNAN,A.C. İNAN,True,1,100.87,2.1,210,8,0.0,1,90,36,10,9,9,9,28,8.0,11.0,7.0,8.0,8.0,7,0,0,0,0,0,0,0,0,13.8793,13.7931,14.43,14.5605,13.0799,8,36,4,akşam,4,k,a,ka,sonbahar,1,0,1,0,0,0,0,0,0,0,0
6357,FLYING QUEEN(5) K  DB  GKR  ,2017-02-11,İzmir,H.KAPLAN,H.KAPLAN,True,1,95.51,4.9,490,8,7.0,6,45,36,10,10,9,10,29,8.0,17.0,10.0,9.0,5.0,32,4,1,5,4,12,3,15,12,14.6582,0.0,15.659,16.0205,16.4842,8,36,3,akşam,4,d,k,dk,sonbahar,0,1,1,0,0,1,0,0,0,0,0
6358,SEYYAH(6) (FR) DB  ,2017-01-11,İstanbul,H.KARATAŞ,H.KARATAŞ,True,1,91.16,1.7,170,2,41.0,1,100,91,27,19,15,11,61,2.0,2.0,4.0,10.0,3.0,12,2,6,1,1,16,50,8,8,16.4546,16.5344,16.162,15.6299,16.1825,2,91,7,akşam,3,d,e,de,sonbahar,0,0,1,0,0,0,0,0,0,0,0
6359,SHANDA(10) DB  SK  ,2017-01-11,İstanbul,A.CAN İŞLEYEN,A.CAN İŞLEYEN,True,1,95.32,15.45,1545,11,1.0,9,33,16,7,9,8,10,24,11.0,11.0,7.0,7.0,5.0,25,0,2,4,3,0,8,16,12,14.6874,15.5853,15.2007,15.5003,15.6606,11,16,6,akşam,4,d,k,dk,sonbahar,0,0,1,1,0,0,0,0,0,0,0
6360,GOLDEN TOWER(4) K  ,2017-01-11,İstanbul,G.KOCAKAYA,G.KOCAKAYA,True,1,91.1,4.3,430,1,9.0,6,58,100,16,15,13,12,44,1.0,5.0,2.0,5.0,4.0,58,7,19,8,9,12,32,13,15,16.4654,16.8753,16.861,16.2053,16.7271,1,100,7,akşam,6,d,a,da,sonbahar,0,1,0,0,0,0,0,0,0,0,1
6361,PEDALIZA(3) (IRE) KG  SK  ,2017-02-11,İzmir,D.AYDOĞAN,D.AYDOĞAN,True,1,90.07,2.25,225,2,20.0,1,90,90,8,8,9,9,25,2.0,7.0,3.0,2.0,2.0,24,1,8,3,3,4,33,12,12,15.5435,15.4912,15.8158,16.6845,16.0338,2,90,3,akşam,4,d,k,dk,sonbahar,1,0,0,1,0,0,0,0,0,0,0
6362,TYPHOON GIRL(11) KG  DB  ,2017-01-11,İstanbul,Z.KARABULUT,Z.KARABULUT,True,1,90.21,37.0,3700,7,0.0,11,16,50,7,6,6,8,19,7.0,16.0,9.0,8.0,11.0,11,0,0,0,1,0,0,0,9,15.5193,15.4585,15.4058,16.3683,16.1681,7,50,6,akşam,3,d,d,dd,sonbahar,1,0,1,0,0,0,0,0,0,0,0
6363,BALDANE(2) GKR  ,2017-01-11,İstanbul,DOĞUKAN SAV,DOĞUKAN SAV,True,1,99.98,27.15,2715,12,1.0,11,16,8,8,10,9,10,27,12.0,13.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,12.0024,12.0494,0.0,0.0,0.0,12,8,5,akşam,3,d,d,dd,sonbahar,0,0,0,0,0,1,0,0,0,0,0
6364,ŞULETAY(11),2017-02-11,İzmir,S.ÇAKAR,S.ÇAKAR,True,1,107.29,34.7,3470,7,0.0,0,100,45,0,2,5,2,7,7.0,8.0,7.0,10.0,7.0,11,0,0,0,1,0,0,0,9,13.0487,14.4023,14.4172,12.5668,14.8976,7,45,1,öğle,3,k,d,kd,sonbahar,0,0,0,0,0,0,0,0,0,0,0
6365,LOST ON YOU(7) KG  ,2017-04-11,Ankara,O.YILMAZ,O.YILMAZ,True,1,119.48,6.5,650,6,3.0,7,25,37,6,2,3,5,11,6.0,5.0,7.0,6.0,10.0,12,2,0,0,0,16,0,0,0,15.9022,15.8929,15.4123,15.7155,15.6199,6,37,9,öğle,3,d,e,de,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6366,TAY PALMA(9) SKG  SK  ,2017-04-11,Adana,U.SARICA,U.SARICA,True,1,110.37,31.1,3110,9,0.0,10,33,38,5,2,5,6,12,9.0,12.0,10.0,6.0,6.0,28,2,1,4,3,7,3,14,10,13.5906,0.0,13.0099,13.882,13.5318,9,38,7,akşam,5,k,a,ka,sonbahar,0,0,0,1,1,0,0,0,0,0,0
6367,CASH IN(2) SK  ,2017-04-11,Ankara,A.SÖZEN,A.SÖZEN,True,1,119.9,2.05,204,3,23.0,2,87,75,13,13,13,12,39,3.0,1.0,1.0,2.0,2.0,24,6,6,7,1,25,25,29,4,15.8465,16.4902,16.1956,15.7424,15.5334,3,75,7,öğle,5,a,a,aa,sonbahar,0,0,0,1,0,0,0,0,0,0,0
6368,KADIRGALI(3) KG  ,2017-04-11,Adana,M.MANAV,M.MANAV,True,1,96.2,24.15,2415,8,1.0,9,40,46,8,8,9,9,25,8.0,7.0,9.0,13.0,0.0,4,0,0,0,0,0,0,0,0,13.5135,13.0025,13.8664,12.9506,0.0,8,46,6,akşam,3,k,e,ke,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6369,KEMİKSİZ(5) KG  ,2017-04-11,Adana,A.KAÇMAZ,A.KAÇMAZ,True,1,94.42,8.5,850,6,4.0,7,53,61,9,10,11,10,30,6.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,13.7683,0.0,0.0,0.0,0.0,6,61,6,akşam,3,k,e,ke,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6370,NATIONAL(5) KG  ,2017-04-11,Adana,KEMAL KURT,Y.BİLİK,False,0,77.99,28.25,2825,8,1.0,10,33,46,6,7,8,8,21,8.0,8.0,8.0,6.0,16.0,47,6,1,6,10,12,2,12,21,0.0,15.3866,14.6752,14.716,0.0,8,46,5,akşam,5,d,g,dg,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6371,IRKIM(8) KG  K  ,2017-04-11,Ankara,M.K.KUMBASAR,M.K.KUMBASAR,True,1,137.21,18.5,1850,8,2.0,9,0,12,9,9,9,11,27,8.0,6.0,6.0,8.0,6.0,46,3,4,5,6,6,8,10,13,13.8474,14.0351,14.1352,14.2429,14.5171,8,12,5,öğle,6,a,k,ak,sonbahar,1,1,0,0,0,0,0,0,0,0,0
6372,URARTU(9) KG  SK  ,2017-01-11,İstanbul,S.AKBULAT,A.ASLAN,False,0,106.12,15.4,1540,8,2.0,8,41,41,5,6,6,7,17,9.0,8.0,6.0,3.0,7.0,22,1,1,2,0,4,4,9,0,14.3554,14.1349,14.9626,14.8007,14.2602,8,41,3,akşam,5,a,a,aa,sonbahar,1,0,0,1,0,0,0,0,0,0,0
6373,BAZUHAN(5) KG  SK  ,2017-04-11,Adana,N.ŞEN,N.ŞEN,True,1,96.43,5.55,555,7,0.0,0,100,53,11,11,11,11,33,7.0,8.0,11.0,9.0,0.0,4,0,0,0,0,0,0,0,0,13.4813,14.4998,12.0648,13.6472,0.0,7,53,1,öğle,3,a,e,ae,sonbahar,1,0,0,1,0,0,0,0,0,0,0
6374,AKYAZILI SILA(1) t  KG  ,2017-01-11,İstanbul,O.ATMACA,O.ATMACA,True,1,73.89,2.55,254,2,21.0,2,91,91,7,9,9,11,25,2.0,2.0,6.0,6.0,5.0,15,3,3,3,2,20,20,20,13,16.2404,15.8103,15.6965,15.4067,15.652999999999999,2,91,1,öğle,2,d,e,de,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6375,BALAHUN KIZI(4) KG  SK  ,2017-01-11,Diyarbakır,H.ALTUNKILIÇ,MEHMET SAV,False,0,93.7,17.5,1750,14,2.0,13,19,13,10,10,10,10,30,13.0,14.0,8.0,10.0,1.0,8,1,0,1,0,12,0,12,0,0.0,12.8068,11.8287,11.7502,13.3606,14,13,5,öğle,4,a,k,ak,sonbahar,1,0,0,1,0,0,0,0,0,0,0
6376,BÜYÜK AĞA(3) K  DB  ÖG  ,2017-05-11,İzmir,K.TOKAÇOĞLU,K.TOKAÇOĞLU,True,1,131.28,4.0,400,1,14.0,2,83,100,14,12,11,9,37,1.0,4.0,1.0,2.0,6.0,44,10,9,9,6,22,20,20,13,15.2346,15.9464,16.5289,16.1121,16.2852,1,100,5,akşam,5,d,a,da,sonbahar,0,1,1,0,0,0,0,0,1,0,1
6377,BURKAY SULTAN(6) KG  K  DB  ,2017-06-11,Bursa,D.MALATYALI,D.MALATYALI,True,1,94.39,14.8,1480,8,0.0,0,100,29,6,6,7,8,19,8.0,7.0,5.0,7.0,0.0,4,0,0,0,0,0,0,0,0,14.8321,15.0621,15.4995,15.1724,0.0,8,29,1,öğle,2,a,d,ad,sonbahar,1,1,1,0,0,0,0,0,0,0,0
6378,ROOSENDAAL(12) KG  DB  SK  ,2017-06-11,Bursa,M.ALİ AYDIN,M.ALİ AYDIN,True,1,129.4,28.6,2860,8,0.0,10,16,29,1,1,4,5,6,8.0,12.0,10.0,10.0,6.0,6,0,0,0,0,0,0,0,0,13.9104,14.1024,15.8966,15.5461,16.0966,8,29,7,öğle,3,a,d,ad,sonbahar,1,0,1,1,0,0,0,0,0,0,0
6379,ÇEŞMELİ ADA(12) KG  K  ,2017-06-11,Bursa,M.ALİ AYDIN,M.ALİ AYDIN,True,1,112.2,37.25,3725,11,1.0,12,0,0,1,1,4,5,6,11.0,9.0,12.0,14.0,0.0,4,0,0,0,0,0,0,0,0,12.4777,9.3458,11.6604,12.4188,0.0,11,0,2,öğle,4,a,k,ak,sonbahar,1,1,0,0,0,0,0,0,0,0,0
6380,AĞULMUSFIRTINASI(11) KG  ,2017-06-11,Bursa,O.YILDIZ,O.YILDIZ,True,1,104.15,20.95,2095,8,2.0,10,16,29,9,10,10,10,29,8.0,6.0,10.0,11.0,7.0,5,0,0,0,0,0,0,0,0,13.4422,14.0977,13.0218,13.089,12.945,8,29,2,öğle,4,a,k,ak,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6381,ADORABLE ILLUSION(16) SKG  SK  ,2017-07-11,Kocaeli,S.AKBULAT,S.AKBULAT,True,1,123.78,43.6,4360,16,0.0,15,6,0,5,6,6,7,17,16.0,15.0,12.0,0.0,0.0,3,0,0,0,0,0,0,0,0,13.734000000000002,14.8667,15.3139,0.0,0.0,16,0,8,akşam,3,d,d,dd,sonbahar,0,0,0,1,1,0,0,0,0,0,0
6382,HATIN SEMİHA(8) KG  DB  SK  ,2017-11-11,Adana,E.SİNCAN,E.SİNCAN,True,1,83.05,23.05,2305,8,1.0,7,45,41,6,7,8,8,21,8.0,10.0,4.0,7.0,0.0,4,0,0,0,1,0,0,0,25,15.6532,14.3646,15.8919,16.0375,0.0,8,41,8,akşam,2,d,d,dd,sonbahar,1,0,1,1,0,0,0,0,0,0,0
6383,SURUÇBERİVANI(7) KG  K  DB  ,2017-06-11,Adana,E.SİNCAN,E.SİNCAN,True,1,107.58,20.35,2035,9,1.0,7,46,33,6,7,8,8,21,9.0,6.0,12.0,7.0,6.0,7,0,0,0,0,0,0,0,0,12.084000000000001,13.7049,13.6472,14.765999999999998,14.3096,9,33,4,akşam,3,d,d,dd,sonbahar,1,1,1,0,0,0,0,0,0,0,0
6384,SULH(6) DB  SK  ,2017-06-11,Adana,M.KESKİN,M.KESKİN,True,1,94.53,2.65,265,1,14.0,2,84,100,8,8,8,9,24,1.0,7.0,5.0,4.0,8.0,6,1,0,0,1,16,0,0,16,13.7522,14.3428,14.8093,14.6743,14.0056,1,100,4,akşam,3,k,d,kd,sonbahar,0,0,1,1,0,0,0,0,0,0,1
6385,KARALTI(2),2017-06-11,Adana,A.ÖZYİĞİT,S.DÜLGAR,False,0,136.28,19.8,1980,12,1.0,12,7,8,12,11,12,12,35,11.0,11.0,12.0,13.0,11.0,15,0,0,1,3,0,0,6,20,0.0,0.0,13.9419,0.0,16.4767,12,8,2,akşam,4,d,a,da,sonbahar,0,0,0,0,0,0,0,0,0,0,0
6386,HARD STONE(9) KG  K  DB  ,2017-06-11,Adana,HAKAN YILDIZ,HAKAN YILDIZ,True,1,136.2,12.55,1255,11,4.0,9,30,16,8,9,10,10,27,11.0,11.0,6.0,6.0,3.0,50,3,7,7,6,6,14,14,12,13.9501,15.4628,16.0614,15.8983,16.0815,11,16,2,akşam,5,d,a,da,sonbahar,1,1,1,0,0,0,0,0,0,0,0
6387,NURKO(1) DB  ,2017-06-11,Adana,O.FİDAN,O.FİDAN,True,1,136.35,22.0,2200,13,2.0,11,15,0,4,7,7,11,18,13.0,9.0,12.0,10.0,18.0,38,4,10,3,3,10,26,7,7,13.9347,16.2338,16.4451,14.0423,13.2153,13,0,2,akşam,5,d,a,da,sonbahar,0,0,1,0,0,0,0,0,0,0,0
6388,ÇAĞLAÇAĞLA(8) KG  K  ,2017-06-11,Adana,M.BAYIR,M.BAYIR,True,1,97.09,6.25,625,4,6.0,7,46,75,10,10,11,10,31,4.0,4.0,7.0,9.0,9.0,33,8,2,4,7,24,6,12,21,15.4496,15.0734,14.5075,16.0081,16.1015,4,75,3,akşam,5,k,k,kk,sonbahar,1,1,0,0,0,0,0,0,0,0,0
6389,ESERHAN(8) DB  SKG  SK  ,2017-06-11,Adana,M.KESKİN,M.KESKİN,True,1,131.08,11.75,1175,6,3.0,10,23,58,8,8,8,9,24,6.0,5.0,9.0,6.0,6.0,20,3,1,2,3,15,5,10,15,14.495,15.8808,15.8802,16.4912,16.7715,6,58,2,akşam,4,d,a,da,sonbahar,0,0,1,1,1,0,0,0,0,0,0
6390,YILDIRIMKIZ(6) KG  DB  ,2017-06-11,Adana,E.SİNCAN,E.SİNCAN,True,1,145.14,14.0,1400,6,0.0,0,100,58,6,7,8,8,21,6.0,8.0,8.0,5.0,11.0,21,0,1,6,3,0,4,28,14,14.4688,16.244,16.1367,16.1183,15.7356,6,58,1,akşam,3,a,d,ad,sonbahar,1,0,1,0,0,0,0,0,0,0,0
6391,KAFKASGÜLÜ(13) DB  ,2017-11-11,Adana,H.PARILDAR,H.PARILDAR,True,1,125.03,13.75,1375,13,1.0,12,0,0,5,7,7,8,19,13.0,6.0,9.0,4.0,14.0,12,0,0,0,1,0,0,0,8,13.5967,14.1409,12.8796,13.5734,13.4869,13,0,5,akşam,4,d,k,dk,sonbahar,0,0,1,0,0,0,0,0,0,0,0
6392,JİYANKIZ(12) KG  ,2017-11-11,Adana,A.KAÇMAZ,A.KAÇMAZ,True,1,118.88,4.75,475,4,5.0,9,27,75,9,10,11,10,30,4.0,15.0,7.0,9.0,6.0,23,1,0,3,1,4,0,13,4,14.3001,14.15,14.4153,13.8735,14.7617,4,75,5,akşam,4,a,k,ak,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6393,LİLYA(9),2017-11-11,Adana,H.PARILDAR,H.PARILDAR,True,1,91.06,36.5,3650,10,1.0,11,9,25,5,7,7,8,19,10.0,8.0,8.0,8.0,0.0,4,0,0,0,0,0,0,0,0,14.2763,13.4343,12.1242,12.2459,0.0,10,25,4,akşam,2,d,d,dd,sonbahar,0,0,0,0,0,0,0,0,0,0,0
6394,KAYRA HATUN(8),2017-11-11,Adana,E.NALBANT,E.NALBANT,True,1,87.07,26.2,2620,9,1.0,9,27,33,6,7,10,9,23,9.0,8.0,8.0,6.0,0.0,4,0,0,0,0,0,0,0,0,14.9305,15.442,16.1878,14.825,0.0,9,33,4,akşam,2,k,d,kd,sonbahar,0,0,0,0,0,0,0,0,0,0,0
6395,BIEN VENUE(7) DB  SKG  SK  ,2017-11-11,Adana,MÜS.ÇELİK,MÜS.ÇELİK,True,1,90.36,7.85,785,7,7.0,4,72,50,14,13,13,12,40,7.0,6.0,7.0,1.0,6.0,5,1,0,0,0,20,0,0,0,14.3869,16.346,16.3733,16.5626,15.9872,7,50,3,akşam,2,d,d,dd,sonbahar,0,0,1,1,1,0,0,0,0,0,0
6396,SIR PERDESİ(5) KG  ,2017-11-11,Adana,MÜS.ÇELİK,MÜS.ÇELİK,True,1,118.5,2.9,290,1,16.0,1,100,100,14,13,13,12,40,1.0,7.0,3.0,7.0,3.0,27,2,3,7,2,7,11,25,7,14.345999999999998,14.0398,14.2849,14.7747,14.603,1,100,5,akşam,4,a,k,ak,sonbahar,1,0,0,0,0,0,0,0,0,0,1
6397,ÖMERHANBEY(8) KG  K  ,2017-11-11,Adana,F.R.BEBEK,F.R.BEBEK,True,1,121.03,16.9,1689,7,2.0,10,18,50,6,9,10,9,25,7.0,7.0,11.0,8.0,6.0,37,4,1,1,1,10,2,2,2,14.0461,13.6028,14.7095,14.2562,13.2082,7,50,1,öğle,5,a,a,aa,sonbahar,1,1,0,0,0,0,0,0,0,0,0
6398,LADY NISA(12) KG  DB  SK  ,2017-08-11,Diyarbakır,R.YILDIRIM,R.YILDIRIM,True,1,137.75,39.65,3965,14,1.0,14,0,7,4,6,6,7,16,14.0,8.0,8.0,12.0,12.0,7,0,0,0,0,0,0,0,0,12.3412,14.8313,13.7119,0.0,14.9008,14,7,8,öğle,3,a,d,ad,sonbahar,1,0,1,1,0,0,0,0,0,0,0
6399,FIRST NIP(14) KG  K  ,2017-08-11,Diyarbakır,B.BEKTAŞ,B.BEKTAŞ,True,1,126.18,36.45,3645,11,1.0,13,7,28,11,11,12,10,34,11.0,9.0,12.0,13.0,5.0,14,0,0,0,1,0,0,0,7,13.4728,14.4127,15.4769,15.884,15.8571,11,28,8,öğle,3,k,g,kg,sonbahar,1,1,0,0,0,0,0,0,0,0,0
6400,POWER(9) KG  ,2017-08-11,Diyarbakır,H.POLAT,H.POLAT,True,1,96.82,16.6,1660,13,1.0,12,14,14,7,9,9,10,25,13.0,11.0,8.0,8.0,6.0,94,12,15,12,9,12,15,12,9,12.3941,12.7112,12.4448,12.5378,12.8936,13,14,7,öğle,9,k,a,ka,sonbahar,1,0,0,0,0,0,0,0,0,0,0
6401,GELEN DOST(13) KG  K  DB  ,2017-08-11,Diyarbakır,Y.ERGÜN,Y.ERGÜN,True,1,94.98,9.95,994,11,2.0,10,28,28,5,6,7,9,18,11.0,10.0,10.0,9.0,2.0,66,11,9,7,7,16,13,10,10,12.6342,13.1536,12.7312,12.4185,13.5648,11,28,7,öğle,9,a,a,aa,sonbahar,1,1,1,0,0,0,0,0,0,0,0
6402,JAPONBEY(5) KG  K  DB  ,2017-11-11,Ankara,G.KOCAKAYA,G.KOCAKAYA,True,1,121.86,6.45,645,8,0.0,0,100,46,16,15,13,12,44,8.0,12.0,7.0,8.0,9.0,7,0,0,0,1,0,0,0,14,13.1298,12.785,12.8755,13.4922,13.7127,8,46,1,öğle,3,k,e,ke,sonbahar,1,1,1,0,0,0,0,0,0,0,0
6403,KAPTANIM(11) KG  K  ,2017-08-11,Diyarbakır,M.B.ÇAKMAK,M.B.ÇAKMAK,True,1,92.3,22.25,2225,9,1.0,13,7,42,7,6,7,8,20,9.0,6.0,9.0,11.0,14.0,15,1,0,0,0,6,0,0,0,13.0011,12.4883,13.2964,12.2566,12.2349,9,42,7,öğle,4,a,a,aa,sonbahar,1,1,0,0,0,0,0,0,0,0,0
6404,KOŞAN PAKİZE(5) DB  SKG  SK  ,2017-08-11,Diyarbakır,F.YARDIMCI,F.YARDIMCI,True,1,99.58,13.95,1395,13,2.0,10,28,14,12,10,10,9,32,13.0,9.0,10.0,7.0,10.0,8,0,0,0,1,0,0,0,12,12.0506,12.6316,12.9576,14.7077,12.8985,13,14,3,öğle,3,a,d,ad,sonbahar,0,0,1,1,1,0,0,0,0,0,0
